article_id,article_global_id,db_id
2489,10.1093/nar/gks1230,MBDC1633
2535,10.1093/nar/gks1229,MBDC0885
2408,10.1093/nar/gks1226,MBDC1613
2439,10.1093/nar/gks1225,NAR9252
2463,10.1093/nar/gks1221,MBDC1595
2520,10.1093/nar/gks1220,MBDC1337
2524,10.1093/nar/gks1219,MBDC1183
2449,10.1093/nar/gks1218,MBDC1609
2545,10.1093/nar/gks1217,MBDC1662
2435,10.1093/nar/gks1216,MBDC1637
2565,10.1093/nar/gks1215,MBDC1244
2434,10.1093/nar/gks1213,MBDC1569
2434,10.1093/nar/gks1213,MBDC1642
2483,10.1093/nar/gks1211,MBDC0258
2495,10.1093/nar/gks1202,MBDC1620
2499,10.1093/nar/gks1201,MBDC0116
2442,10.1093/nar/gks1200,MBDC0276
2456,10.1093/nar/gks1199,MBDC1665
2433,10.1093/nar/gks1198,MBDC1635
2583,10.1093/nar/gks1195,MBDC0003
2438,10.1093/nar/gks1194,MBDC1666
2417,10.1093/nar/gks1193,MBDC0603
2559,10.1093/nar/gks1186,MBDC1648
2506,10.1093/nar/gks1183,MBDC1388
2437,10.1093/nar/gks1177,MBDC1607
2482,10.1093/nar/gks1176,MBDC1668
2444,10.1093/nar/gks1175,MBDC0002
2576,10.1093/nar/gks1174,MBDC0338
2448,10.1093/nar/gks1173,MBDC1641
2533,10.1093/nar/gks1172,MBDC0985
2541,10.1093/nar/gks1171,MBDC1424
2509,10.1093/nar/gks1170,MBDC1581
2492,10.1093/nar/gks1169,MBDC0619
2491,10.1093/nar/gks1168,MBDC1098
2566,10.1093/nar/gks1167,MBDC1193
2514,10.1093/nar/gks1166,MBDC1304
2423,10.1093/nar/gks1165,MBDC1063
2474,10.1093/nar/gks1164,MBDC1661
2558,10.1093/nar/gks1163,MBDC1056
2547,10.1093/nar/gks1161,MBDC1645
2560,10.1093/nar/gks1160,MBDC1622
2426,10.1093/nar/gks1159,MBDC1639
2431,10.1093/nar/gks1158,MBDC0800
2412,10.1093/nar/gks1157,MBDC1210
2527,10.1093/nar/gks1156,MBDC1669
2477,10.1093/nar/gks1155,MBDC0680
2573,10.1093/nar/gks1154,MBDC0162
2471,10.1093/nar/gks1153,MBDC1029
2554,10.1093/nar/gks1152,MBDC0001
2546,10.1093/nar/gks1151,MBDC1014
2455,10.1093/nar/gks1150,MBDC0975
2485,10.1093/nar/gks1147,MBDC1671
2416,10.1093/nar/gks1146,MBDC0646
2577,10.1093/nar/gks1145,MBDC1015
2429,10.1093/nar/gks1144,MBDC1608
2465,10.1093/nar/gks1141,MBDC1667
2523,10.1093/nar/gks1140,MBDC0367
2526,10.1093/nar/gks1139,MBDC1580
2505,10.1093/nar/gks1138,MBDC1600
2476,10.1093/nar/gks1137,MBDC1636
2525,10.1093/nar/gks1125,MBDC1443
2522,10.1093/nar/gks1124,MBDC1625
2422,10.1093/nar/gks1123,MBDC1571
2487,10.1093/nar/gks1122,MBDC1660
2464,10.1093/nar/gks1119,MBDC1621
2478,10.1093/nar/gks1118,MBDC0552
2508,10.1093/nar/gks1116,MBDC1108
2567,10.1093/nar/gks1115,MBDC0087
2475,10.1093/nar/gks1114,MBDC1672
2475,10.1093/nar/gks1114,NAR9187
2556,10.1093/nar/gks1113,NAR9081
2579,10.1093/nar/gks1112,MBDC1626
2569,10.1093/nar/gks1111,MBDC1653
2479,10.1093/nar/gks1109,MBDC1658
2528,10.1093/nar/gks1108,MBDC1631
2561,10.1093/nar/gks1107,MBDC1624
2445,10.1093/nar/gks1106,MBDC1623
2516,10.1093/nar/gks1105,MBDC0313
2420,10.1093/nar/gks1104,MBDC1657
2580,10.1093/nar/gks1103,MBDC1610
2551,10.1093/nar/gks1101,MBDC1652
2540,10.1093/nar/gks1100,MBDC1650
2500,10.1093/nar/gks1099,MBDC1579
2553,10.1093/nar/gks1094,MBDC0582
2563,10.1093/nar/gks1092,MBDC1587
2418,10.1093/nar/gks1091,MBDC1606
2503,10.1093/nar/gks1090,MBDC1659
2430,10.1093/nar/gks1089,MBDC1596
2544,10.1093/nar/gks1087,MBDC1219
2470,10.1093/nar/gks1084,NAR9142
2415,10.1093/nar/gks1083,MBDC1218
2407,10.1093/nar/gks1082,MBDC0122
2510,10.1093/nar/gks1081,MBDC1112
2511,10.1093/nar/gks1080,MBDC1616
2571,10.1093/nar/gks1079,MBDC1602
2424,10.1093/nar/gks1068,MBDC0318
2531,10.1093/nar/gks1067,MBDC0215
2446,10.1093/nar/gks1066,MBDC0073
2457,10.1093/nar/gks1065,MBDC0991
2539,10.1093/nar/gks1064,MBDC0446
2486,10.1093/nar/gks1063,MBDC1575
2502,10.1093/nar/gks1062,NAR9099
2519,10.1093/nar/gks1061,MBDC1612
2542,10.1093/nar/gks1060,MBDC1594
2504,10.1093/nar/gks1059,MBDC1656
2490,10.1093/nar/gks1058,MBDC1588
2497,10.1093/nar/gks1057,MBDC1572
2458,10.1093/nar/gks1055,MBDC1227
2572,10.1093/nar/gks1052,MBDC1630
2582,10.1093/nar/gks1050,MBDC0487
2441,10.1093/nar/gks1049,MBDC0421
2410,10.1093/nar/gks1048,MBDC0316
2452,10.1093/nar/gks1047,MBDC1654
2480,10.1093/nar/gks1042,MBDC1670
2467,10.1093/nar/gks1041,MBDC1589
2555,10.1093/nar/gks1040,MBDC1634
2488,10.1093/nar/gks1033,NAR9297
2443,10.1093/nar/gks1027,MBDC0108
2460,10.1093/nar/gks1025,MBDC1151
2568,10.1093/nar/gks1024,MBDC0071
2549,10.1093/nar/gks1022,MBDC1618
2562,10.1093/nar/gks1021,NAR9123
2537,10.1093/nar/gks1014,MBDC1062
2513,10.1093/nar/gks1012,MBDC1643
2575,10.1093/nar/gks1008,MBDC1452
2536,10.1093/nar/gks1007,MBDC0840
2521,10.1093/nar/gks1006,MBDC0528
2507,10.1093/nar/gks1005,MBDC0382
2529,10.1093/nar/gks1004,MBDC1629
2578,10.1093/nar/gks1002,MBDC1574
2255,10.1093/nar/gkr998,MBDC0456
2323,10.1093/nar/gkr997,MBDC1363
2305,10.1093/nar/gkr996,MBDC0626
2324,10.1093/nar/gkr994,MBDC0001
2268,10.1093/nar/gkr993,MBDC1462
2281,10.1093/nar/gkr992,MBDC1536
2334,10.1093/nar/gkr991,MBDC0027
2253,10.1093/nar/gkr990,MBDC0876
2234,10.1093/nar/gkr989,MBDC0760
2349,10.1093/nar/gkr988,MBDC0112
2304,10.1093/nar/gkr987,MBDC0177
2265,10.1093/nar/gkr986,MBDC1527
2404,10.1093/nar/gkr981,MBDC0318
2212,10.1093/nar/gkr975,MBDC0828
2390,10.1093/nar/gkr974,MBDC0087
2278,10.1093/nar/gkr973,MBDC1549
2310,10.1093/nar/gkr972,MBDC1530
2295,10.1093/nar/gkr971,MBDC0425
2210,10.1093/nar/gkr969,MBDC1554
2354,10.1093/nar/gkr968,MBDC1544
2249,10.1093/nar/gkr967,MBDC1524
2237,10.1093/nar/gkr966,MBDC1501
2233,10.1093/nar/gkr965,MBDC1460
2327,10.1093/nar/gkr962,MBDC1557
2274,10.1093/nar/gkr960,MBDC0546
2387,10.1093/nar/gkr959,MBDC1532
2291,10.1093/nar/gkr958,MBDC1538
2358,10.1093/nar/gkr957,MBDC1528
2326,10.1093/nar/gkr954,MBDC0051
2216,10.1093/nar/gkr953,MBDC0817
2394,10.1093/nar/gkr952,MBDC1373
2271,10.1093/nar/gkr948,MBDC0207
2360,10.1093/nar/gkr947,MBDC1704
2315,10.1093/nar/gkr946,MBDC0002
2346,10.1093/nar/gkr945,MBDC0645
2263,10.1093/nar/gkr944,MBDC1551
2302,10.1093/nar/gkr943,MBDC1486
2386,10.1093/nar/gkr942,MBDC1505
2342,10.1093/nar/gkr940,MBDC1488
2355,10.1093/nar/gkr939,MBDC1555
2283,10.1093/nar/gkr938,MBDC1553
2241,10.1093/nar/gkr937,MBDC1458
2223,10.1093/nar/gkr936,MBDC1374
2341,10.1093/nar/gkr931,MBDC0218
2351,10.1093/nar/gkr930,MBDC1032
2309,10.1093/nar/gkr929,MBDC1522
2338,10.1093/nar/gkr925,MBDC1371
2366,10.1093/nar/gkr924,MBDC0119
2294,10.1093/nar/gkr923,MBDC1563
2261,10.1093/nar/gkr922,MBDC1470
2339,10.1093/nar/gkr921,MBDC1545
2335,10.1093/nar/gkr920,MBDC1485
2401,10.1093/nar/gkr919,MBDC1484
2259,10.1093/nar/gkr918,MBDC1509
2300,10.1093/nar/gkr917,MBDC1529
2370,10.1093/nar/gkr916,MBDC1520
2344,10.1093/nar/gkr915,MBDC1472
2226,10.1093/nar/gkr914,MBDC1477
2240,10.1093/nar/gkr913,MBDC1294
2256,10.1093/nar/gkr912,MBDC1136
2280,10.1093/nar/gkr911,MBDC1480
2215,10.1093/nar/gkr907,MBDC1561
2398,10.1093/nar/gkr901,MBDC1378
2311,10.1093/nar/gkr900,MBDC1483
2402,10.1093/nar/gkr899,MBDC1540
2301,10.1093/nar/gkr898,MBDC1503
2247,10.1093/nar/gkr895,NAR9078
2384,10.1093/nar/gkr886,MBDC1473
2313,10.1093/nar/gkr884,MBDC1494
2288,10.1093/nar/gkr883,MBDC1167
2243,10.1093/nar/gkr881,MBDC1531
2224,10.1093/nar/gkr880,MBDC1562
2375,10.1093/nar/gkr879,MBDC1489
2314,10.1093/nar/gkr878,MBDC1464
2244,10.1093/nar/gkr875,MBDC1359
2285,10.1093/nar/gkr874,MBDC1514
2364,10.1093/nar/gkr873,MBDC1526
2297,10.1093/nar/gkr859,MBDC1051
2392,10.1093/nar/gkr854,MBDC1456
2306,10.1093/nar/gkr853,MBDC1511
2353,10.1093/nar/gkr852,MBDC1515
2230,10.1093/nar/gkr847,MBDC1479
2260,10.1093/nar/gkr846,MBDC1506
2287,10.1093/nar/gkr845,MBDC1523
2320,10.1093/nar/gkr828,MBDC1558
2328,10.1093/nar/gkr827,MBDC1510
2252,10.1093/nar/gkr826,MBDC1564
2385,10.1093/nar/gkr825,MBDC1498
2246,10.1093/nar/gkr824,MBDC1492
2331,10.1093/nar/gkr823,MBDC1552
2393,10.1093/nar/gkr811,MBDC1487
2250,10.1093/nar/gkr807,MBDC1466
2352,10.1093/nar/gkr806,MBDC1556
2367,10.1093/nar/gkr799,MBDC0893
2284,10.1093/nar/gkr798,MBDC1566
2245,10.1093/nar/gkr797,MBDC0315
2377,10.1093/nar/gkr796,MBDC1504
2275,10.1093/nar/gkr777,MBDC1548
2319,10.1093/nar/gkr755,MBDC1482
2373,10.1093/nar/gkr703,MBDC1478
2267,10.1093/nar/gkr1208,MBDC1518
2248,10.1093/nar/gkr1202,MBDC0003
2220,10.1093/nar/gkr1196,NAR9161
2239,10.1093/nar/gkr1194,NAR9199
2343,10.1093/nar/gkr1193,NAR9170
2279,10.1093/nar/gkr1189,MBDC1283
2296,10.1093/nar/gkr1188,MBDC1286
2238,10.1093/nar/gkr1187,MBDC1471
2378,10.1093/nar/gkr1183,MBDC1533
2318,10.1093/nar/gkr1182,MBDC1542
2269,10.1093/nar/gkr1181,MBDC0472
2213,10.1093/nar/gkr1180,MBDC1461
2330,10.1093/nar/gkr1179,MBDC1459
2258,10.1093/nar/gkr1178,MBDC0297
2340,10.1093/nar/gkr1177,MBDC1547
2345,10.1093/nar/gkr1175,MBDC0705
2357,10.1093/nar/gkr1172,MBDC1546
2266,10.1093/nar/gkr1171,MBDC1543
2325,10.1093/nar/gkr1170,MBDC1519
2379,10.1093/nar/gkr1169,MBDC1539
2389,10.1093/nar/gkr1163,MBDC1457
2389,10.1093/nar/gkr1163,NAR9191
2290,10.1093/nar/gkr1162,MBDC0270
2298,10.1093/nar/gkr1161,MBDC1264
2303,10.1093/nar/gkr1160,MBDC1535
2303,10.1093/nar/gkr1160,NAR9310
2308,10.1093/nar/gkr1159,MBDC1465
2395,10.1093/nar/gkr1150,MBDC1490
2272,10.1093/nar/gkr1149,MBDC1474
2231,10.1093/nar/gkr1147,MBDC1467
2227,10.1093/nar/gkr1145,MBDC1537
2382,10.1093/nar/gkr1144,MBDC0064
2221,10.1093/nar/gkr1142,MBDC1541
2391,10.1093/nar/gkr1134,MBDC1496
2361,10.1093/nar/gkr1133,MBDC1468
2348,10.1093/nar/gkr1132,NAR9197
2229,10.1093/nar/gkr1130,MBDC1499
2222,10.1093/nar/gkr1129,MBDC1491
2307,10.1093/nar/gkr1128,MBDC1493
2332,10.1093/nar/gkr1127,NAR9125
2365,10.1093/nar/gkr1126,MBDC1512
2362,10.1093/nar/gkr1125,MBDC1475
2372,10.1093/nar/gkr1122,MBDC1469
2273,10.1093/nar/gkr1107,MBDC1495
2317,10.1093/nar/gkr1105,MBDC0641
2254,10.1093/nar/gkr1101,MBDC1550
2217,10.1093/nar/gkr1100,MBDC0075
2403,10.1093/nar/gkr1099,MBDC1560
2289,10.1093/nar/gkr1097,MBDC1502
2289,10.1093/nar/gkr1097,NAR9062
2282,10.1093/nar/gkr1096,MBDC0275
2264,10.1093/nar/gkr1091,MBDC0931
2336,10.1093/nar/gkr1090,MBDC0097
2368,10.1093/nar/gkr1089,MBDC1031
2299,10.1093/nar/gkr1088,NAR9063
2350,10.1093/nar/gkr1086,MBDC1174
2251,10.1093/nar/gkr1080,MBDC0700
2276,10.1093/nar/gkr1079,MBDC0391
2242,10.1093/nar/gkr1074,MBDC1565
2383,10.1093/nar/gkr1065,MBDC0210
2262,10.1093/nar/gkr1064,MBDC0187
2232,10.1093/nar/gkr1063,NAR9046
2399,10.1093/nar/gkr1062,MBDC1521
2257,10.1093/nar/gkr1061,MBDC0995
2270,10.1093/nar/gkr1060,MBDC1068
2286,10.1093/nar/gkr1058,MBDC1567
2329,10.1093/nar/gkr1055,MBDC0316
2376,10.1093/nar/gkr1054,MBDC1017
2374,10.1093/nar/gkr1053,MBDC1178
2322,10.1093/nar/gkr1051,MBDC1534
2363,10.1093/nar/gkr1050,MBDC1525
2228,10.1093/nar/gkr1049,MBDC1500
2356,10.1093/nar/gkr1048,NAR9312
2388,10.1093/nar/gkr1047,MBDC0935
2380,10.1093/nar/gkr1046,MBDC1516
2371,10.1093/nar/gkr1044,MBDC0828
2214,10.1093/nar/gkr1043,MBDC0378
2277,10.1093/nar/gkr1032,MBDC0328
2333,10.1093/nar/gkr1030,MBDC0071
2347,10.1093/nar/gkr1029,MBDC0357
2397,10.1093/nar/gkr1028,MBDC0487
2337,10.1093/nar/gkr1027,MBDC0567
2359,10.1093/nar/gkr1026,MBDC0958
2312,10.1093/nar/gkr1025,MBDC1476
2209,10.1093/nar/gkr1023,MBDC1513
2396,10.1093/nar/gkr1022,MBDC1508
2225,10.1093/nar/gkr1021,MBDC1497
2400,10.1093/nar/gkr1020,MBDC1507
2293,10.1093/nar/gkr1019,MBDC1481
2369,10.1093/nar/gkr1014,MBDC0114
2369,10.1093/nar/gkr1014,MBDC0420
2219,10.1093/nar/gkr1013,MBDC1386
2321,10.1093/nar/gkr1012,MBDC0985
2211,10.1093/nar/gkr1011,MBDC1134
2316,10.1093/nar/gkr1007,MBDC1463
2381,10.1093/nar/gkr1006,NAR9142
2292,10.1093/nar/gkr1005,MBDC0591
2236,10.1093/nar/gkr1004,MBDC1095
2114,10.1093/nar/gkq999,MBDC1128
2053,10.1093/nar/gkq998,MBDC0173
2139,10.1093/nar/gkq997,MBDC1402
2187,10.1093/nar/gkq995,MBDC1398
2030,10.1093/nar/gkq992,MBDC1209
2070,10.1093/nar/gkq991,MBDC0872
2197,10.1093/nar/gkq990,MBDC1395
2050,10.1093/nar/gkq989,MBDC1418
2120,10.1093/nar/gkq985,MBDC0456
2153,10.1093/nar/gkq973,MBDC0582
2031,10.1093/nar/gkq972,MBDC1299
2111,10.1093/nar/gkq971,MBDC1339
2133,10.1093/nar/gkq970,MBDC1329
2076,10.1093/nar/gkq969,MBDC1313
2168,10.1093/nar/gkq968,MBDC1301
2088,10.1093/nar/gkq967,MBDC0002
2055,10.1093/nar/gkq964,MBDC0792
2131,10.1093/nar/gkq963,MBDC0316
2046,10.1093/nar/gkq962,MBDC0633
2178,10.1093/nar/gkq959,MBDC1046
2137,10.1093/nar/gkq957,MBDC1338
2164,10.1093/nar/gkq945,MBDC1334
2084,10.1093/nar/gkq944,MBDC1328
2038,10.1093/nar/gkq943,MBDC1317
2069,10.1093/nar/gkq942,MBDC1321
2056,10.1093/nar/gkq941,MBDC1330
2072,10.1093/nar/gkq940,MBDC1305
2109,10.1093/nar/gkq939,MBDC1306
2135,10.1093/nar/gkq938,MBDC1324
2144,10.1093/nar/gkq937,MBDC1325
2159,10.1093/nar/gkq936,MBDC1003
2101,10.1093/nar/gkq930,MBDC1108
2037,10.1093/nar/gkq929,MBDC0651
2097,10.1093/nar/gkq927,MBDC1318
2171,10.1093/nar/gkq918,MBDC0917
2127,10.1093/nar/gkq917,MBDC1332
2091,10.1093/nar/gkq916,MBDC1322
2163,10.1093/nar/gkq912,MBDC0632
2126,10.1093/nar/gkq910,MBDC1302
2071,10.1093/nar/gkq908,MBDC1333
2029,10.1093/nar/gkq907,MBDC1327
2136,10.1093/nar/gkq906,MBDC1304
2143,10.1093/nar/gkq902,MBDC1335
2064,10.1093/nar/gkq901,MBDC1337
2036,10.1093/nar/gkq897,MBDC1314
2102,10.1093/nar/gkq892,MBDC0073
2140,10.1093/nar/gkq888,MBDC0779
2129,10.1093/nar/gkq887,MBDC1308
2198,10.1093/nar/gkq880,MBDC1311
2180,10.1093/nar/gkq879,MBDC1316
2132,10.1093/nar/gkq878,MBDC1310
2185,10.1093/nar/gkq869,MBDC0733
2041,10.1093/nar/gkq866,MBDC1331
2173,10.1093/nar/gkq863,MBDC1323
2052,10.1093/nar/gkq859,MBDC1298
2096,10.1093/nar/gkq858,MBDC1312
2177,10.1093/nar/gkq857,MBDC1307
2200,10.1093/nar/gkq851,MBDC1300
2134,10.1093/nar/gkq849,MBDC1309
2194,10.1093/nar/gkq830,MBDC1319
2149,10.1093/nar/gkq814,MBDC1336
2033,10.1093/nar/gkq813,MBDC1188
2176,10.1093/nar/gkq811,MBDC1081
2080,10.1093/nar/gkq781,MBDC1320
2145,10.1093/nar/gkq765,MBDC1303
2154,10.1093/nar/gkq721,MBDC1326
2026,10.1093/nar/gkq1259,MBDC1411
2124,10.1093/nar/gkq1256,MBDC1455
2103,10.1093/nar/gkq1255,MBDC1451
2081,10.1093/nar/gkq1243,NAR9161
2100,10.1093/nar/gkq1238,MBDC1426
2206,10.1093/nar/gkq1237,MBDC0668
2170,10.1093/nar/gkq1236,MBDC1020
2156,10.1093/nar/gkq1235,MBDC1399
2078,10.1093/nar/gkq1234,MBDC1417
2044,10.1093/nar/gkq1233,MBDC1442
2089,10.1093/nar/gkq1229,MBDC1067
2063,10.1093/nar/gkq1200,MBDC1066
2118,10.1093/nar/gkq1198,MBDC1439
2121,10.1093/nar/gkq1197,NAR9050
2208,10.1093/nar/gkq1189,MBDC0204
2199,10.1093/nar/gkq1184,MBDC0603
2104,10.1093/nar/gkq1181,MBDC1429
2067,10.1093/nar/gkq1171,MBDC0842
2098,10.1093/nar/gkq1170,MBDC1425
2146,10.1093/nar/gkq1169,MBDC1421
2051,10.1093/nar/gkq1168,MBDC1405
2150,10.1093/nar/gkq1167,MBDC1446
2196,10.1093/nar/gkq1166,MBDC1410
2184,10.1093/nar/gkq1165,MBDC1413
2035,10.1093/nar/gkq1159,MBDC1433
2061,10.1093/nar/gkq1157,NAR9177
2123,10.1093/nar/gkq1156,MBDC1227
2122,10.1093/nar/gkq1154,MBDC1409
2203,10.1093/nar/gkq1150,NAR9142
2141,10.1093/nar/gkq1148,MBDC0607
2054,10.1093/nar/gkq1147,MBDC1062
2179,10.1093/nar/gkq1146,MBDC1424
2034,10.1093/nar/gkq1145,MBDC1414
2202,10.1093/nar/gkq1144,MBDC1179
2086,10.1093/nar/gkq1143,MBDC0108
2190,10.1093/nar/gkq1141,MBDC1117
2115,10.1093/nar/gkq1138,MBDC1420
2062,10.1093/nar/gkq1132,MBDC0015
2147,10.1093/nar/gkq1130,MBDC0285
2162,10.1093/nar/gkq1129,MBDC0382
2192,10.1093/nar/gkq1128,MBDC1392
2142,10.1093/nar/gkq1126,MBDC0811
2195,10.1093/nar/gkq1120,MBDC0618
2186,10.1093/nar/gkq1116,MBDC0800
2167,10.1093/nar/gkq1115,MBDC0974
2165,10.1093/nar/gkq1113,MBDC1452
2188,10.1093/nar/gkq1112,MBDC0465
2043,10.1093/nar/gkq1111,MBDC0072
2073,10.1093/nar/gkq1110,MBDC0116
2148,10.1093/nar/gkq1109,MBDC1113
2182,10.1093/nar/gkq1108,MBDC1436
2087,10.1093/nar/gkq1107,MBDC1423
2181,10.1093/nar/gkq1106,MBDC1400
2172,10.1093/nar/gkq1105,MBDC0268
2048,10.1093/nar/gkq1104,NAR9222
2085,10.1093/nar/gkq1103,MBDC0446
2057,10.1093/nar/gkq1102,MBDC1401
2025,10.1093/nar/gkq1101,MBDC1450
2039,10.1093/nar/gkq1100,MBDC1434
2169,10.1093/nar/gkq1094,MBDC1098
2183,10.1093/nar/gkq1093,MBDC0734
2028,10.1093/nar/gkq1092,MBDC0928
2065,10.1093/nar/gkq1091,MBDC0331
2045,10.1093/nar/gkq1090,MBDC0846
2066,10.1093/nar/gkq1089,MBDC0421
2138,10.1093/nar/gkq1088,MBDC1404
2201,10.1093/nar/gkq1087,MBDC1441
2032,10.1093/nar/gkq1086,MBDC1454
2083,10.1093/nar/gkq1085,MBDC1443
2079,10.1093/nar/gkq1079,MBDC0003
2119,10.1093/nar/gkq1078,MBDC1444
2152,10.1093/nar/gkq1077,MBDC0101
2204,10.1093/nar/gkq1075,MBDC1416
2174,10.1093/nar/gkq1073,MBDC1397
2130,10.1093/nar/gkq1072,MBDC1449
2059,10.1093/nar/gkq1069,MBDC1440
2068,10.1093/nar/gkq1068,MBDC1431
2049,10.1093/nar/gkq1066,MBDC1287
2112,10.1093/nar/gkq1064,MBDC0027
2092,10.1093/nar/gkq1063,NAR9309
2060,10.1093/nar/gkq1062,MBDC1737
2027,10.1093/nar/gkq1061,MBDC1083
2075,10.1093/nar/gkq1060,MBDC1435
2110,10.1093/nar/gkq1059,MBDC1438
2093,10.1093/nar/gkq1058,MBDC1394
2166,10.1093/nar/gkq1057,MBDC1445
2160,10.1093/nar/gkq1056,MBDC1447
2082,10.1093/nar/gkq1055,MBDC1419
2189,10.1093/nar/gkq1054,MBDC1408
2151,10.1093/nar/gkq1041,MBDC0001
2161,10.1093/nar/gkq1040,MBDC0338
2042,10.1093/nar/gkq1039,MBDC1428
2099,10.1093/nar/gkq1038,MBDC1406
2074,10.1093/nar/gkq1037,MBDC1437
2193,10.1093/nar/gkq1028,MBDC0245
2117,10.1093/nar/gkq1027,MBDC0529
2094,10.1093/nar/gkq1026,MBDC1430
2158,10.1093/nar/gkq1025,MBDC1415
2113,10.1093/nar/gkq1024,MBDC1403
2024,10.1093/nar/gkq1023,MBDC1427
2155,10.1093/nar/gkq1022,MBDC1396
2058,10.1093/nar/gkq1021,MBDC0276
2107,10.1093/nar/gkq1020,MBDC0318
2090,10.1093/nar/gkq1019,MBDC1456
2207,10.1093/nar/gkq1018,MBDC0612
2191,10.1093/nar/gkq1017,MBDC0985
2095,10.1093/nar/gkq1016,MBDC0815
2047,10.1093/nar/gkq1014,MBDC1412
2157,10.1093/nar/gkq1013,MBDC1432
2077,10.1093/nar/gkq1009,MBDC0166
2205,10.1093/nar/gkq1008,MBDC0087
2040,10.1093/nar/gkq1007,MBDC1223
2128,10.1093/nar/gkq1006,MBDC1393
2128,10.1093/nar/gkq1006,MBDC1422
2105,10.1093/nar/gkq1002,MBDC0160
2106,10.1093/nar/gkq1001,MBDC0258
2125,10.1093/nar/gkq1000,MBDC0399
2000,10.1093/nar/gkp999,NAR9243
1937,10.1093/nar/gkp998,MBDC0002
1914,10.1093/nar/gkp996,NAR9189
1985,10.1093/nar/gkp995,MBDC0651
1920,10.1093/nar/gkp987,MBDC0472
1906,10.1093/nar/gkp985,MBDC0210
2019,10.1093/nar/gkp984,MBDC0970
1966,10.1093/nar/gkp983,MBDC1032
2011,10.1093/nar/gkp982,MBDC0803
1894,10.1093/nar/gkp981,MBDC0831
1925,10.1093/nar/gkp980,MBDC1352
1911,10.1093/nar/gkp979,MBDC1075
2012,10.1093/nar/gkp978,MBDC1388
1970,10.1093/nar/gkp972,MBDC0027
1908,10.1093/nar/gkp971,MBDC0177
1910,10.1093/nar/gkp970,MBDC1348
1997,10.1093/nar/gkp969,MBDC1380
1897,10.1093/nar/gkp968,MBDC1345
1916,10.1093/nar/gkp966,MBDC1090
1913,10.1093/nar/gkp965,NAR9197
1999,10.1093/nar/gkp964,MBDC0857
1918,10.1093/nar/gkp963,MBDC1354
1981,10.1093/nar/gkp961,MBDC0985
1964,10.1093/nar/gkp960,MBDC1340
1915,10.1093/nar/gkp959,MBDC1350
1928,10.1093/nar/gkp958,MBDC1355
1988,10.1093/nar/gkp957,MBDC1373
1978,10.1093/nar/gkp953,MBDC1151
1952,10.1093/nar/gkp952,MBDC0051
1903,10.1093/nar/gkp951,MBDC1068
1890,10.1093/nar/gkp950,MBDC0516
1907,10.1093/nar/gkp949,MBDC0867
1932,10.1093/nar/gkp948,MBDC0528
1980,10.1093/nar/gkp947,NAR9144
1921,10.1093/nar/gkp946,MBDC0502
1987,10.1093/nar/gkp945,MBDC1375
1962,10.1093/nar/gkp944,MBDC1365
1893,10.1093/nar/gkp943,MBDC1344
1942,10.1093/nar/gkp941,NAR9081
1940,10.1093/nar/gkp940,MBDC0959
1979,10.1093/nar/gkp939,MBDC0316
1972,10.1093/nar/gkp938,MBDC0403
1969,10.1093/nar/gkp937,MBDC1134
1992,10.1093/nar/gkp936,MBDC1294
2009,10.1093/nar/gkp935,MBDC1001
2006,10.1093/nar/gkp934,MBDC1383
1986,10.1093/nar/gkp933,MBDC1374
1904,10.1093/nar/gkp931,MBDC0690
1984,10.1093/nar/gkp926,MBDC1372
1939,10.1093/nar/gkp919,MBDC1358
1938,10.1093/nar/gkp918,MBDC0837
1945,10.1093/nar/gkp917,MBDC0357
1922,10.1093/nar/gkp916,MBDC0456
1935,10.1093/nar/gkp915,MBDC0068
1958,10.1093/nar/gkp914,MBDC1060
1929,10.1093/nar/gkp912,NAR9040
1933,10.1093/nar/gkp911,MBDC1356
1947,10.1093/nar/gkp910,MBDC1158
2001,10.1093/nar/gkp902,MBDC0252
1919,10.1093/nar/gkp900,MBDC1353
1931,10.1093/nar/gkp896,MBDC0112
1891,10.1093/nar/gkp894,MBDC1342
1968,10.1093/nar/gkp893,MBDC1366
1917,10.1093/nar/gkp892,MBDC1349
2002,10.1093/nar/gkp889,MBDC1382
1895,10.1093/nar/gkp888,MBDC0994
1936,10.1093/nar/gkp887,MBDC0828
1912,10.1093/nar/gkp886,MBDC0646
1899,10.1093/nar/gkp885,MBDC0215
1975,10.1093/nar/gkp880,MBDC0087
2020,10.1093/nar/gkp879,MBDC0367
1965,10.1093/nar/gkp878,NAR9063
1954,10.1093/nar/gkp875,MBDC0114
1954,10.1093/nar/gkp875,MBDC0420
1909,10.1093/nar/gkp874,MBDC0224
1971,10.1093/nar/gkp871,NAR9078
1976,10.1093/nar/gkp867,MBDC1369
1957,10.1093/nar/gkp858,MBDC1368
2004,10.1093/nar/gkp852,MBDC1384
1950,10.1093/nar/gkp851,MBDC1360
1941,10.1093/nar/gkp850,NAR9217
1930,10.1093/nar/gkp848,MBDC0075
1926,10.1093/nar/gkp847,MBDC0001
1896,10.1093/nar/gkp846,MBDC0318
1963,10.1093/nar/gkp842,MBDC1363
1990,10.1093/nar/gkp839,MBDC1376
1944,10.1093/nar/gkp836,MBDC0645
2003,10.1093/nar/gkp832,MBDC1381
2015,10.1093/nar/gkp831,NAR9265
