article_id,article_global_id,db_id
2017,10.1093/nar/gkp830,MBDC1390
1960,10.1093/nar/gkp820,MBDC1367
2010,10.1093/nar/gkp818,NAR9231
2014,10.1093/nar/gkp810,MBDC1112
1961,10.1093/nar/gkp808,MBDC1293
1946,10.1093/nar/gkp807,MBDC0643
2013,10.1093/nar/gkp805,MBDC1387
1892,10.1093/nar/gkp803,MBDC1343
1949,10.1093/nar/gkp801,NAR9274
1973,10.1093/nar/gkp799,NAR9074
2016,10.1093/nar/gkp798,MBDC0919
1991,10.1093/nar/gkp788,MBDC0021
1923,10.1093/nar/gkp786,MBDC1177
1898,10.1093/nar/gkp784,MBDC1022
2022,10.1093/nar/gkp781,MBDC1341
1956,10.1093/nar/gkp771,MBDC0117
1994,10.1093/nar/gkp763,MBDC0812
1983,10.1093/nar/gkp760,MBDC1371
1943,10.1093/nar/gkp751,MBDC1359
1989,10.1093/nar/gkp734,MBDC1377
2021,10.1093/nar/gkp1078,MBDC1456
1889,10.1093/nar/gkp1077,NAR9161
1998,10.1093/nar/gkp1047,NAR9196
1977,10.1093/nar/gkp1046,MBDC1391
1993,10.1093/nar/gkp1044,MBDC1064
1902,10.1093/nar/gkp1042,MBDC1346
1948,10.1093/nar/gkp1038,MBDC1581
1967,10.1093/nar/gkp1026,MBDC1364
1951,10.1093/nar/gkp1024,MBDC0003
2005,10.1093/nar/gkp1021,MBDC1385
1982,10.1093/nar/gkp1020,MBDC0685
1905,10.1093/nar/gkp1019,MBDC0552
1927,10.1093/nar/gkp1018,MBDC0487
2023,10.1093/nar/gkp1017,MBDC0591
1900,10.1093/nar/gkp1016,MBDC0187
1996,10.1093/nar/gkp1015,MBDC1378
2007,10.1093/nar/gkp1014,MBDC0315
1924,10.1093/nar/gkp1013,MBDC1351
1974,10.1093/nar/gkp1007,MBDC1071
1974,10.1093/nar/gkp1007,NAR9077
1995,10.1093/nar/gkp1006,MBDC1379
2008,10.1093/nar/gkp1005,MBDC1386
2018,10.1093/nar/gkp1004,MBDC0779
1955,10.1093/nar/gkp1002,MBDC1362
1953,10.1093/nar/gkp1001,MBDC1361
1934,10.1093/nar/gkp1000,MBDC1357
1854,10.1093/nar/gkn966,MBDC1184
1828,10.1093/nar/gkn942,NAR9161
1763,10.1093/nar/gkn939,MBDC1185
1790,10.1093/nar/gkn905,MBDC0662
1805,10.1093/nar/gkn892,MBDC0500
1764,10.1093/nar/gkn889,MBDC0338
1751,10.1093/nar/gkn887,MBDC1291
1856,10.1093/nar/gkn886,MBDC0087
1716,10.1093/nar/gkn881,MBDC1290
1813,10.1093/nar/gkn879,MBDC0243
1871,10.1093/nar/gkn878,MBDC0432
1849,10.1093/nar/gkn877,MBDC0258
1839,10.1093/nar/gkn876,MBDC1289
1836,10.1093/nar/gkn875,MBDC0316
1712,10.1093/nar/gkn874,MBDC1288
1778,10.1093/nar/gkn873,MBDC1287
1732,10.1093/nar/gkn872,MBDC1286
1851,10.1093/nar/gkn870,MBDC1285
1838,10.1093/nar/gkn869,MBDC1284
1864,10.1093/nar/gkn865,MBDC1283
1770,10.1093/nar/gkn864,MBDC1282
1714,10.1093/nar/gkn863,MBDC0612
1743,10.1093/nar/gkn862,MBDC0790
1830,10.1093/nar/gkn861,MBDC0733
1819,10.1093/nar/gkn860,MBDC0278
1881,10.1093/nar/gkn859,MBDC0483
1794,10.1093/nar/gkn858,MBDC0445
1755,10.1093/nar/gkn857,MBDC1031
1863,10.1093/nar/gkn856,MBDC0072
1708,10.1093/nar/gkn855,MBDC0322
1866,10.1093/nar/gkn854,MBDC1281
1823,10.1093/nar/gkn853,MBDC1280
1780,10.1093/nar/gkn852,MBDC1279
1722,10.1093/nar/gkn851,MBDC1278
1808,10.1093/nar/gkn850,MBDC1277
1883,10.1093/nar/gkn849,MBDC1276
1779,10.1093/nar/gkn848,MBDC1275
1888,10.1093/nar/gkn845,MBDC0204
1750,10.1093/nar/gkn844,MBDC0446
1746,10.1093/nar/gkn842,MBDC0093
1822,10.1093/nar/gkn841,MBDC0960
1730,10.1093/nar/gkn840,MBDC0761
1782,10.1093/nar/gkn839,MBDC0138
1707,10.1093/nar/gkn838,MBDC0172
1869,10.1093/nar/gkn837,MBDC0566
1803,10.1093/nar/gkn835,MBDC1274
1858,10.1093/nar/gkn834,MBDC1273
1825,10.1093/nar/gkn833,NAR9242
1831,10.1093/nar/gkn832,MBDC1271
1845,10.1093/nar/gkn828,MBDC0027
1781,10.1093/nar/gkn826,MBDC1270
1870,10.1093/nar/gkn823,MBDC0408
1761,10.1093/nar/gkn822,MBDC1269
1793,10.1093/nar/gkn821,MBDC0848
1877,10.1093/nar/gkn820,MBDC0421
1725,10.1093/nar/gkn819,MBDC0074
1868,10.1093/nar/gkn817,MBDC1162
1882,10.1093/nar/gkn816,MBDC1268
1801,10.1093/nar/gkn815,MBDC1267
1861,10.1093/nar/gkn814,MBDC0091
1754,10.1093/nar/gkn813,MBDC1266
1852,10.1093/nar/gkn810,MBDC0991
1804,10.1093/nar/gkn809,MBDC1264
1879,10.1093/nar/gkn808,MBDC0218
1850,10.1093/nar/gkn807,MBDC0934
1728,10.1093/nar/gkn806,NAR9241
1765,10.1093/nar/gkn805,MBDC1027
1721,10.1093/nar/gkn804,MBDC0706
1818,10.1093/nar/gkn803,MBDC0389
1874,10.1093/nar/gkn799,MBDC1263
1843,10.1093/nar/gkn798,MBDC1262
1760,10.1093/nar/gkn794,MBDC1261
1865,10.1093/nar/gkn791,MBDC0331
1855,10.1093/nar/gkn790,MBDC1260
1758,10.1093/nar/gkn788,MBDC0071
1800,10.1093/nar/gkn787,MBDC0490
1731,10.1093/nar/gkn786,MBDC1139
1834,10.1093/nar/gkn785,MBDC0207
1737,10.1093/nar/gkn784,NAR9206
1771,10.1093/nar/gkn783,MBDC1258
1767,10.1093/nar/gkn782,MBDC1257
1791,10.1093/nar/gkn778,MBDC0995
1802,10.1093/nar/gkn777,MBDC0356
1774,10.1093/nar/gkn773,MBDC0950
1887,10.1093/nar/gkn772,MBDC0251
1733,10.1093/nar/gkn770,MBDC1256
1812,10.1093/nar/gkn769,MBDC1255
1815,10.1093/nar/gkn768,MBDC1517
1842,10.1093/nar/gkn766,MBDC0382
1885,10.1093/nar/gkn765,MBDC0002
1857,10.1093/nar/gkn764,MBDC0603
1726,10.1093/nar/gkn763,MBDC0048
1757,10.1093/nar/gkn762,MBDC0285
1826,10.1093/nar/gkn761,MBDC1253
1715,10.1093/nar/gkn760,MBDC0582
1876,10.1093/nar/gkn759,MBDC1252
1884,10.1093/nar/gkn758,MBDC1251
1840,10.1093/nar/gkn757,MBDC1250
1827,10.1093/nar/gkn756,MBDC1249
1777,10.1093/nar/gkn751,MBDC0108
1814,10.1093/nar/gkn750,MBDC0585
1799,10.1093/nar/gkn749,MBDC0354
1835,10.1093/nar/gkn748,MBDC0131
1769,10.1093/nar/gkn746,NAR9082
1789,10.1093/nar/gkn744,NAR9199
1735,10.1093/nar/gkn739,NAR9318
1846,10.1093/nar/gkn734,MBDC1246
1795,10.1093/nar/gkn733,MBDC1245
1886,10.1093/nar/gkn732,MBDC1244
1759,10.1093/nar/gkn731,NAR9245
1786,10.1093/nar/gkn730,MBDC1242
1709,10.1093/nar/gkn729,NAR9257
1817,10.1093/nar/gkn728,MBDC1737
1848,10.1093/nar/gkn727,MBDC1239
1816,10.1093/nar/gkn726,MBDC1238
1739,10.1093/nar/gkn724,MBDC0001
1723,10.1093/nar/gkn723,MBDC0003
1773,10.1093/nar/gkn722,MBDC1237
1878,10.1093/nar/gkn721,MBDC0391
1829,10.1093/nar/gkn717,MBDC1236
1745,10.1093/nar/gkn716,NAR9268
1741,10.1093/nar/gkn714,MBDC1234
1710,10.1093/nar/gkn710,MBDC0840
1873,10.1093/nar/gkn709,MBDC0765
1820,10.1093/nar/gkn708,MBDC1233
1787,10.1093/nar/gkn707,MBDC1232
1872,10.1093/nar/gkn704,MBDC1231
1766,10.1093/nar/gkn702,MBDC1230
1811,10.1093/nar/gkn701,MBDC1229
1729,10.1093/nar/gkn700,MBDC1228
1875,10.1093/nar/gkn698,MBDC1227
1862,10.1093/nar/gkn696,MBDC1226
1783,10.1093/nar/gkn695,MBDC1225
1841,10.1093/nar/gkn694,MBDC1224
1747,10.1093/nar/gkn692,MBDC1223
1860,10.1093/nar/gkn690,MBDC0633
1762,10.1093/nar/gkn689,MBDC0043
1821,10.1093/nar/gkn684,MBDC1222
1727,10.1093/nar/gkn683,MBDC1221
1853,10.1093/nar/gkn682,MBDC1220
1711,10.1093/nar/gkn681,MBDC1219
1772,10.1093/nar/gkn680,MBDC1218
1797,10.1093/nar/gkn679,MBDC1217
1718,10.1093/nar/gkn676,MBDC1216
1740,10.1093/nar/gkn675,MBDC1215
1833,10.1093/nar/gkn674,MBDC1214
1796,10.1093/nar/gkn673,MBDC1213
1788,10.1093/nar/gkn672,MBDC1212
1792,10.1093/nar/gkn665,MBDC0143
1784,10.1093/nar/gkn664,MBDC0318
1724,10.1093/nar/gkn663,MBDC1211
1713,10.1093/nar/gkn662,MBDC0173
1859,10.1093/nar/gkn661,MBDC1210
1742,10.1093/nar/gkn660,MBDC1209
1867,10.1093/nar/gkn659,MBDC1208
1752,10.1093/nar/gkn656,MBDC1207
1847,10.1093/nar/gkn655,MBDC1206
1775,10.1093/nar/gkn654,MBDC1205
1798,10.1093/nar/gkn653,MBDC1204
1720,10.1093/nar/gkn652,MBDC1203
1768,10.1093/nar/gkn650,MBDC1202
1719,10.1093/nar/gkn648,MBDC1201
1734,10.1093/nar/gkn645,MBDC1200
1717,10.1093/nar/gkn644,MBDC1199
1748,10.1093/nar/gkn638,MBDC1198
1806,10.1093/nar/gkn631,MBDC1197
1806,10.1093/nar/gkn631,NAR9302
1824,10.1093/nar/gkn618,MBDC1196
1810,10.1093/nar/gkn617,MBDC1195
1809,10.1093/nar/gkn613,MBDC1194
1738,10.1093/nar/gkn611,MBDC0672
1880,10.1093/nar/gkn606,MBDC1193
1844,10.1093/nar/gkn599,MBDC1192
1832,10.1093/nar/gkn597,MBDC1191
1736,10.1093/nar/gkn593,MBDC1190
1837,10.1093/nar/gkn583,MBDC1073
1776,10.1093/nar/gkn582,MBDC1189
1756,10.1093/nar/gkn580,MBDC1188
1753,10.1093/nar/gkn570,MBDC1187
1807,10.1093/nar/gkn568,MBDC1186
1749,10.1093/nar/gkn546,MBDC1171
1701,10.1093/nar/gkm999,MBDC0685
1654,10.1093/nar/gkm998,MBDC0221
1538,10.1093/nar/gkm997,MBDC0640
1594,10.1093/nar/gkm996,MBDC1066
1626,10.1093/nar/gkm995,MBDC1097
1564,10.1093/nar/gkm994,MBDC0116
1704,10.1093/nar/gkm993,MBDC0282
1641,10.1093/nar/gkm988,MBDC0027
1584,10.1093/nar/gkm987,MBDC0784
1656,10.1093/nar/gkm982,MBDC0820
1633,10.1093/nar/gkm981,MBDC0359
1703,10.1093/nar/gkm980,NAR9177
1669,10.1093/nar/gkm979,MBDC0626
1669,10.1093/nar/gkm979,NAR9247
1601,10.1093/nar/gkm978,MBDC0860
1562,10.1093/nar/gkm977,MBDC0215
1554,10.1093/nar/gkm976,MBDC0792
1587,10.1093/nar/gkm975,MBDC0051
1645,10.1093/nar/gkm973,MBDC1070
1659,10.1093/nar/gkm972,MBDC1118
1653,10.1093/nar/gkm968,MBDC0607
1603,10.1093/nar/gkm967,MBDC1107
1650,10.1093/nar/gkm966,MBDC0316
1706,10.1093/nar/gkm965,MBDC0097
1640,10.1093/nar/gkm964,MBDC0807
1607,10.1093/nar/gkm963,MBDC0867
1666,10.1093/nar/gkm962,MBDC0492
1671,10.1093/nar/gkm961,MBDC0087
1568,10.1093/nar/gkm960,MBDC0210
1684,10.1093/nar/gkm959,MBDC0232
1636,10.1093/nar/gkm958,MBDC0811
1534,10.1093/nar/gkm957,MBDC0257
1550,10.1093/nar/gkm956,MBDC0101
1585,10.1093/nar/gkm955,MBDC0516
1661,10.1093/nar/gkm954,MBDC0177
1612,10.1093/nar/gkm953,MBDC0806
1565,10.1093/nar/gkm952,MBDC0529
1570,10.1093/nar/gkm951,MBDC0760
1545,10.1093/nar/gkm950,MBDC0836
1573,10.1093/nar/gkm949,MBDC1142
1573,10.1093/nar/gkm949,NAR9174
1643,10.1093/nar/gkm948,MBDC0819
1670,10.1093/nar/gkm946,MBDC1147
1678,10.1093/nar/gkm941,MBDC0871
1646,10.1093/nar/gkm940,MBDC0890
1577,10.1093/nar/gkm939,MBDC0519
1614,10.1093/nar/gkm938,MBDC0812
1602,10.1093/nar/gkm937,NAR9324
1610,10.1093/nar/gkm936,MBDC1060
1687,10.1093/nar/gkm934,MBDC1081
1557,10.1093/nar/gkm930,MBDC0071
1579,10.1093/nar/gkm929,MBDC0003
1702,10.1093/nar/gkm928,NAR9325
1567,10.1093/nar/gkm925,MBDC1088
1533,10.1093/nar/gkm924,MBDC1069
1574,10.1093/nar/gkm911,MBDC1049
1544,10.1093/nar/gkm910,MBDC0031
1662,10.1093/nar/gkm909,MBDC0357
1540,10.1093/nar/gkm908,MBDC0926
1527,10.1093/nar/gkm907,MBDC1143
1598,10.1093/nar/gkm905,NAR9029
1621,10.1093/nar/gkm904,MBDC1074
1525,10.1093/nar/gkm903,MBDC1050
1618,10.1093/nar/gkm902,MBDC1104
1688,10.1093/nar/gkm901,MBDC0591
1530,10.1093/nar/gkm900,MBDC0114
1530,10.1093/nar/gkm900,MBDC0420
1700,10.1093/nar/gkm899,MBDC1113
1642,10.1093/nar/gkm895,MBDC0318
1691,10.1093/nar/gkm889,MBDC0001
1686,10.1093/nar/gkm887,MBDC1127
1524,10.1093/nar/gkm886,NAR9006
1596,10.1093/nar/gkm884,MBDC0075
1560,10.1093/nar/gkm883,MBDC0487
1586,10.1093/nar/gkm882,MBDC0112
1628,10.1093/nar/gkm881,MBDC0073
1658,10.1093/nar/gkm879,NAR9214
1699,10.1093/nar/gkm878,MBDC1072
1615,10.1093/nar/gkm877,MBDC1135
1572,10.1093/nar/gkm876,MBDC1128
1623,10.1093/nar/gkm875,MBDC1063
1566,10.1093/nar/gkm873,MBDC1138
1600,10.1093/nar/gkm869,MBDC0828
1683,10.1093/nar/gkm862,MBDC1136
1683,10.1093/nar/gkm862,NAR9160
1693,10.1093/nar/gkm861,NAR9292
1664,10.1093/nar/gkm858,MBDC0852
1667,10.1093/nar/gkm855,MBDC1041
1630,10.1093/nar/gkm854,MBDC1111
1647,10.1093/nar/gkm853,NAR9034
1694,10.1093/nar/gkm852,MBDC1106
1546,10.1093/nar/gkm849,MBDC1100
1535,10.1093/nar/gkm846,MBDC0828
1679,10.1093/nar/gkm845,MBDC1108
1556,10.1093/nar/gkm844,MBDC1046
1627,10.1093/nar/gkm843,MBDC1024
1675,10.1093/nar/gkm842,MBDC1130
1680,10.1093/nar/gkm841,MBDC1117
1619,10.1093/nar/gkm840,MBDC1062
1697,10.1093/nar/gkm839,MBDC1091
1541,10.1093/nar/gkm838,MBDC1101
1588,10.1093/nar/gkm835,MBDC1095
1634,10.1093/nar/gkm834,MBDC1047
1660,10.1093/nar/gkm833,MBDC1080
1542,10.1093/nar/gkm832,MBDC1045
1551,10.1093/nar/gkm831,MBDC1084
1698,10.1093/nar/gkm829,MBDC1098
1620,10.1093/nar/gkm828,NAR9298
1635,10.1093/nar/gkm827,MBDC1090
1689,10.1093/nar/gkm826,MBDC1151
1583,10.1093/nar/gkm825,MBDC1145
1629,10.1093/nar/gkm820,MBDC1124
1663,10.1093/nar/gkm815,MBDC1092
1559,10.1093/nar/gkm814,MBDC1085
1590,10.1093/nar/gkm813,MBDC1522
1558,10.1093/nar/gkm812,MBDC1112
1543,10.1093/nar/gkm811,MBDC1144
1657,10.1093/nar/gkm807,MBDC1048
1631,10.1093/nar/gkm806,MBDC1075
1581,10.1093/nar/gkm805,MBDC1103
1676,10.1093/nar/gkm804,MBDC1058
1611,10.1093/nar/gkm803,MBDC1078
1553,10.1093/nar/gkm802,MBDC1053
1569,10.1093/nar/gkm801,MBDC1059
1549,10.1093/nar/gkm800,MBDC1120
1690,10.1093/nar/gkm799,MBDC1123
1599,10.1093/nar/gkm798,MBDC1116
1605,10.1093/nar/gkm797,MBDC1043
1673,10.1093/nar/gkm796,MBDC1068
1591,10.1093/nar/gkm795,MBDC1134
1692,10.1093/nar/gkm794,MBDC1094
1651,10.1093/nar/gkm793,MBDC1122
1526,10.1093/nar/gkm792,MBDC1105
1705,10.1093/nar/gkm791,MBDC0646
1589,10.1093/nar/gkm790,MBDC1110
1639,10.1093/nar/gkm789,MBDC1115
1632,10.1093/nar/gkm788,MBDC1125
1674,10.1093/nar/gkm787,MBDC1082
1622,10.1093/nar/gkm786,MBDC1129
1528,10.1093/nar/gkm785,MBDC1119
1532,10.1093/nar/gkm784,NAR9048
1548,10.1093/nar/gkm783,MBDC1076
1592,10.1093/nar/gkm781,NAR9248
1616,10.1093/nar/gkm780,MBDC1132
1613,10.1093/nar/gkm779,MBDC1150
1608,10.1093/nar/gkm772,NAR9222
1617,10.1093/nar/gkm768,MBDC1057
1539,10.1093/nar/gkm766,MBDC1079
1580,10.1093/nar/gkm765,MBDC1146
1552,10.1093/nar/gkm764,NAR9132
1529,10.1093/nar/gkm763,MBDC1099
1531,10.1093/nar/gkm762,MBDC0628
1536,10.1093/nar/gkm761,MBDC1067
1625,10.1093/nar/gkm758,MBDC1056
1677,10.1093/nar/gkm757,NAR9035
1609,10.1093/nar/gkm755,MBDC1055
1547,10.1093/nar/gkm754,MBDC1061
1638,10.1093/nar/gkm751,MBDC1140
1644,10.1093/nar/gkm731,MBDC1131
1668,10.1093/nar/gkm730,MBDC1096
1604,10.1093/nar/gkm729,MBDC1064
1576,10.1093/nar/gkm728,MBDC1071
1576,10.1093/nar/gkm728,NAR9077
1571,10.1093/nar/gkm700,MBDC1137
1652,10.1093/nar/gkm698,MBDC1093
1606,10.1093/nar/gkm697,MBDC1083
1649,10.1093/nar/gkm696,MBDC1114
1682,10.1093/nar/gkm684,MBDC1133
1582,10.1093/nar/gkm659,MBDC1102
1685,10.1093/nar/gkm611,MBDC1121
1681,10.1093/nar/gkm610,MBDC1149
1593,10.1093/nar/gkm1042,MBDC1077
1696,10.1093/nar/gkm1041,MBDC0355
1672,10.1093/nar/gkm1039,MBDC1148
1637,10.1093/nar/gkm1037,NAR9161
1537,10.1093/nar/gkm1022,MBDC0849
1555,10.1093/nar/gkm1021,MBDC0857
1575,10.1093/nar/gkm1020,MBDC0690
1624,10.1093/nar/gkm1019,MBDC0472
1597,10.1093/nar/gkm1018,MBDC0002
1597,10.1093/nar/gkm1018,NAR9079
1655,10.1093/nar/gkm1012,MBDC0895
1578,10.1093/nar/gkm1011,MBDC0705
1561,10.1093/nar/gkm1010,MBDC0617
1665,10.1093/nar/gkm1009,MBDC0392
1695,10.1093/nar/gkm1005,MBDC0875
1563,10.1093/nar/gkm1001,MBDC0800
1429,10.1093/nar/gkl999,MBDC0979
1410,10.1093/nar/gkl998,NAR9026
1459,10.1093/nar/gkl997,MBDC0924
1351,10.1093/nar/gkl996,MBDC0027
1512,10.1093/nar/gkl995,MBDC0338
1475,10.1093/nar/gkl994,MBDC0381
1476,10.1093/nar/gkl993,MBDC0668
1377,10.1093/nar/gkl992,MBDC0667
1420,10.1093/nar/gkl991,MBDC0982
1506,10.1093/nar/gkl990,MBDC1037
1399,10.1093/nar/gkl988,MBDC0093
1520,10.1093/nar/gkl986,MBDC0003
1364,10.1093/nar/gkl983,MBDC0152
1503,10.1093/nar/gkl978,MBDC0528
1450,10.1093/nar/gkl977,MBDC0337
1448,10.1093/nar/gkl976,MBDC0737
1488,10.1093/nar/gkl972,MBDC0421
1483,10.1093/nar/gkl971,NAR9324
1443,10.1093/nar/gkl970,MBDC1034
1499,10.1093/nar/gkl969,NAR9279
1369,10.1093/nar/gkl962,MBDC1030
1445,10.1093/nar/gkl961,MBDC1033
1409,10.1093/nar/gkl960,MBDC1031
1408,10.1093/nar/gkl959,MBDC0258
1468,10.1093/nar/gkl958,NAR9063
1457,10.1093/nar/gkl957,MBDC0485
1390,10.1093/nar/gkl954,MBDC0556
1378,10.1093/nar/gkl953,MBDC0316
1388,10.1093/nar/gkl952,MBDC0270
1496,10.1093/nar/gkl951,MBDC0204
1484,10.1093/nar/gkl950,MBDC1032
1439,10.1093/nar/gkl949,MBDC0196
1365,10.1093/nar/gkl947,MBDC1040
1418,10.1093/nar/gkl946,MBDC0975
1461,10.1093/nar/gkl945,MBDC1029
1427,10.1093/nar/gkl940,MBDC0087
1361,10.1093/nar/gkl937,MBDC0980
1460,10.1093/nar/gkl936,MBDC0974
1472,10.1093/nar/gkl935,MBDC1001
1463,10.1093/nar/gkl934,MBDC1020
1456,10.1093/nar/gkl933,MBDC0632
1358,10.1093/nar/gkl932,MBDC0959
1444,10.1093/nar/gkl931,MBDC0357
1360,10.1093/nar/gkl929,MBDC0318
1385,10.1093/nar/gkl928,MBDC0316
1438,10.1093/nar/gkl927,MBDC0084
1357,10.1093/nar/gkl926,MBDC0630
1467,10.1093/nar/gkl925,MBDC0311
1493,10.1093/nar/gkl923,MBDC0991
1426,10.1093/nar/gkl922,MBDC1003
1421,10.1093/nar/gkl921,MBDC1016
1395,10.1093/nar/gkl913,MBDC0002
1485,10.1093/nar/gkl912,MBDC0794
1383,10.1093/nar/gkl910,MBDC0285
1519,10.1093/nar/gkl908,MBDC0001
1406,10.1093/nar/gkl907,MBDC0988
1497,10.1093/nar/gkl906,MBDC1581
1392,10.1093/nar/gkl905,NAR9101
1384,10.1093/nar/gkl904,MBDC0994
1370,10.1093/nar/gkl899,MBDC0645
1404,10.1093/nar/gkl898,MBDC1028
1355,10.1093/nar/gkl897,MBDC0986
1430,10.1093/nar/gkl894,MBDC0961
1412,10.1093/nar/gkl893,MBDC0447
1473,10.1093/nar/gkl891,MBDC0224
1518,10.1093/nar/gkl889,MBDC0243
1466,10.1093/nar/gkl887,MBDC0603
1432,10.1093/nar/gkl884,NAR9018
1449,10.1093/nar/gkl883,MBDC0977
1514,10.1093/nar/gkl882,MBDC0971
1469,10.1093/nar/gkl881,MBDC1017
1373,10.1093/nar/gkl880,MBDC0969
1470,10.1093/nar/gkl879,MBDC1005
1492,10.1093/nar/gkl876,MBDC0787
1376,10.1093/nar/gkl874,MBDC0972
1407,10.1093/nar/gkl873,MBDC0962
1401,10.1093/nar/gkl872,NAR9320
1422,10.1093/nar/gkl870,MBDC0723
1393,10.1093/nar/gkl869,MBDC0552
1419,10.1093/nar/gkl866,MBDC0945
1352,10.1093/nar/gkl865,MBDC0947
1442,10.1093/nar/gkl863,MBDC1014
1500,10.1093/nar/gkl859,MBDC1237
1436,10.1093/nar/gkl858,MBDC1000
1447,10.1093/nar/gkl857,MBDC1015
1371,10.1093/nar/gkl856,MBDC0390
1374,10.1093/nar/gkl855,NAR9127
1465,10.1093/nar/gkl854,MBDC0970
1350,10.1093/nar/gkl853,NAR9221
1382,10.1093/nar/gkl851,MBDC1007
1435,10.1093/nar/gkl850,MBDC0963
1481,10.1093/nar/gkl849,MBDC0967
1423,10.1093/nar/gkl848,MBDC0966
1356,10.1093/nar/gkl847,NAR9285
1515,10.1093/nar/gkl845,MBDC1026
1386,10.1093/nar/gkl842,MBDC0391
1474,10.1093/nar/gkl841,MBDC0207
1375,10.1093/nar/gkl838,NAR9158
1504,10.1093/nar/gkl837,MBDC1027
1509,10.1093/nar/gkl836,MBDC1012
1387,10.1093/nar/gkl835,MBDC0999
1379,10.1093/nar/gkl833,MBDC0952
1359,10.1093/nar/gkl828,MBDC0955
1359,10.1093/nar/gkl828,MBDC0956
1359,10.1093/nar/gkl828,MBDC0957
1389,10.1093/nar/gkl827,MBDC0071
1366,10.1093/nar/gkl826,MBDC0973
1440,10.1093/nar/gkl825,MBDC0582
1415,10.1093/nar/gkl823,MBDC0953
1505,10.1093/nar/gkl822,MBDC0968
1363,10.1093/nar/gkl818,MBDC0051
1367,10.1093/nar/gkl817,MBDC0960
1452,10.1093/nar/gkl816,MBDC0949
1424,10.1093/nar/gkl815,MBDC0984
1511,10.1093/nar/gkl814,NAR9228
1398,10.1093/nar/gkl813,MBDC0946
1394,10.1093/nar/gkl812,MBDC0978
1428,10.1093/nar/gkl811,MBDC0951
1453,10.1093/nar/gkl809,MBDC0941
1479,10.1093/nar/gkl808,MBDC0936
1471,10.1093/nar/gkl807,MBDC0933
1396,10.1093/nar/gkl806,MBDC1013
1425,10.1093/nar/gkl805,MBDC0938
1431,10.1093/nar/gkl804,MBDC1006
1490,10.1093/nar/gkl802,MBDC0954
1380,10.1093/nar/gkl800,MBDC0756
1417,10.1093/nar/gkl799,MBDC0939
1458,10.1093/nar/gkl798,NAR9096
1491,10.1093/nar/gkl797,MBDC0958
1400,10.1093/nar/gkl796,MBDC0937
1482,10.1093/nar/gkl795,MBDC0948
1402,10.1093/nar/gkl793,NAR9251
1437,10.1093/nar/gkl791,MBDC0996
1513,10.1093/nar/gkl790,MBDC0944
1397,10.1093/nar/gkl785,MBDC0940
1489,10.1093/nar/gkl784,MBDC0950
1349,10.1093/nar/gkl783,MBDC0934
1413,10.1093/nar/gkl782,MBDC0997
1391,10.1093/nar/gkl781,MBDC0992
1486,10.1093/nar/gkl780,MBDC1019
1434,10.1093/nar/gkl779,MBDC0993
1495,10.1093/nar/gkl778,MBDC0932
1362,10.1093/nar/gkl777,MBDC0917
1510,10.1093/nar/gkl776,MBDC0643
1480,10.1093/nar/gkl775,MBDC0930
1487,10.1093/nar/gkl774,MBDC0893
1454,10.1093/nar/gkl770,MBDC0912
1368,10.1093/nar/gkl768,NAR9238
1501,10.1093/nar/gkl767,MBDC1008
1516,10.1093/nar/gkl762,MBDC0927
1441,10.1093/nar/gkl758,MBDC0931
1508,10.1093/nar/gkl753,MBDC0935
1478,10.1093/nar/gkl748,MBDC0013
1494,10.1093/nar/gkl746,MBDC1010
1498,10.1093/nar/gkl662,MBDC0665
1381,10.1093/nar/gkl648,MBDC0929
1464,10.1093/nar/gkl1049,MBDC0995
1433,10.1093/nar/gkl1048,MBDC0526
1523,10.1093/nar/gkl1043,MBDC0199
1523,10.1093/nar/gkl1043,NAR9103
1411,10.1093/nar/gkl1041,MBDC0757
1507,10.1093/nar/gkl1039,MBDC0983
1451,10.1093/nar/gkl1029,MBDC0730
628,10.1093/nar/gkl1019,MBDC1139
1462,10.1093/nar/gkl1019,MBDC1139
1416,10.1093/nar/gkl1017,MBDC0985
1353,10.1093/nar/gkl1013,MBDC1035
1502,10.1093/nar/gkl1012,NAR9122
1477,10.1093/nar/gkl1011,MBDC1036
1414,10.1093/nar/gkl1009,MBDC1039
1354,10.1093/nar/gkl1008,NAR9161
1522,10.1093/nar/gkl1007,MBDC0719
1517,10.1093/nar/gkl1006,MBDC0765
1403,10.1093/nar/gkl1005,MBDC0354
1455,10.1093/nar/gkl1004,NAR9105
1372,10.1093/nar/gkl1003,MBDC0015
1521,10.1093/nar/gkl1000,MBDC0713
1208,10.1093/nar/gkj164,MBDC0415
1259,10.1093/nar/gkj163,NAR9060
1188,10.1093/nar/gkj161,MBDC0318
1229,10.1093/nar/gkj160,MBDC0483
1256,10.1093/nar/gkj159,MBDC0048
1239,10.1093/nar/gkj157,MBDC0003
1272,10.1093/nar/gkj156,MBDC0116
1312,10.1093/nar/gkj155,MBDC0356
1307,10.1093/nar/gkj154,MBDC0607
1331,10.1093/nar/gkj153,MBDC0786
1235,10.1093/nar/gkj152,MBDC0548
1240,10.1093/nar/gkj151,MBDC0579
1344,10.1093/nar/gkj149,MBDC0210
1309,10.1093/nar/gkj148,NAR9177
1271,10.1093/nar/gkj147,MBDC0073
1232,10.1093/nar/gkj146,MBDC0033
